session_test_id,email,age,gender,feedback,trial_id,rating_stimulus,rating_score,rating_time,rating_comment
formal_test,Evan,21,male,,jazz_drum,spleeter,32,50216,
formal_test,Evan,21,male,,jazz_drum,irlma,56,50216,
formal_test,Evan,21,male,,jazz_drum,mix,72,50216,
formal_test,Evan,21,male,,jazz_voice,irlma,35,44615,
formal_test,Evan,21,male,,jazz_voice,mix,80,44615,
formal_test,Evan,21,male,,jazz_voice,fastmnmf2,12,44615,
formal_test,Evan,21,male,,jazz_voice,demuc,34,44615,
formal_test,Evan,21,male,,jazz_voice,spleeter,50,44615,
formal_test,Evan,21,male,,jazz_voice,reference,86,44615,
formal_test,Evan,21,male,,jazz_bass,reference,72,49903,
formal_test,Evan,21,male,,jazz_bass,mix,87,49903,
formal_test,Evan,21,male,,jazz_bass,demuc,34,49903,
formal_test,Evan,21,male,,jazz_bass,irlma,15,49903,
formal_test,Evan,21,male,,jazz_bass,fastmnmf2,16,49903,
formal_test,Evan,21,male,,jazz_bass,spleeter,34,49903,
formal_test,Evan,21,male,,jazz_piano,irlma,33,41764,
formal_test,Evan,21,male,,jazz_piano,mix,90,41764,
formal_test,Evan,21,male,,jazz_piano,reference,57,41764,
formal_test,Evan,21,male,,jazz_piano,spleeter,29,41764,
formal_test,Evan,21,male,,jazz_piano,fastmnmf2,29,41764,
formal_test,Evan,21,male,,jazz_saxophone,reference,56,66435,
formal_test,Evan,21,male,,jazz_saxophone,fastmnmf2,16,66435,
formal_test,Evan,21,male,,jazz_saxophone,spleeter,30,66435,
formal_test,Evan,21,male,,jazz_saxophone,mix,70,66435,
formal_test,Evan,21,male,,jazz_saxophone,irlma,52,66435,
formal_test,lczhang,24,male,"musicians are good",classical_reconstruction,demuc,91,527236,
formal_test,lczhang,24,male,"musicians are good",classical_reconstruction,irlma,49,527236,
formal_test,lczhang,24,male,"musicians are good",classical_reconstruction,fastmnmf2,75,527236,
formal_test,lczhang,24,male,"musicians are good",classical_reconstruction,reference,79,527236,
formal_test,lczhang,24,male,"musicians are good",classical_piano,reference,73,226192,
formal_test,lczhang,24,male,"musicians are good",classical_piano,irlma,55,226192,
formal_test,lczhang,24,male,"musicians are good",classical_piano,demuc,100,226192,
formal_test,lczhang,24,male,"musicians are good",classical_piano,fastmnmf2,17,226192,
formal_test,lczhang,24,male,"musicians are good",classical_piano,mix,40,226192,
formal_test,lczhang,24,male,"musicians are good",classical_clarinette,demuc,93,290556,
formal_test,lczhang,24,male,"musicians are good",classical_clarinette,mix,49,290556,
formal_test,lczhang,24,male,"musicians are good",classical_clarinette,irlma,71,290556,
formal_test,lczhang,24,male,"musicians are good",classical_clarinette,reference,66,290556,
formal_test,lczhang,24,male,"musicians are good",classical_clarinette,fastmnmf2,69,290556,
formal_test,lczhang,24,male,"musicians are good",classical_violin,fastmnmf2,70,199581,
formal_test,lczhang,24,male,"musicians are good",classical_violin,irlma,67,199581,
formal_test,lczhang,24,male,"musicians are good",classical_violin,mix,85,199581,
formal_test,lczhang,24,male,"musicians are good",classical_violin,reference,77,199581,
formal_test,lczhang,24,male,"musicians are good",classical_violin,demuc,100,199581,
formal_test,lczhang,24,male,"musicians are good",jazz_reconstruction,irlma,59,373695,
formal_test,lczhang,24,male,"musicians are good",jazz_reconstruction,reference,89,373695,
formal_test,lczhang,24,male,"musicians are good",jazz_reconstruction,demuc,44,373695,
formal_test,lczhang,24,male,"musicians are good",jazz_reconstruction,fastmnmf2,84,373695,
formal_test,lczhang,24,male,"musicians are good",jazz_reconstruction,spleeter,76,373695,
formal_test,lczhang,24,male,"musicians are good",jazz_bass,spleeter,58,268865,
formal_test,lczhang,24,male,"musicians are good",jazz_bass,irlma,69,268865,
formal_test,lczhang,24,male,"musicians are good",jazz_bass,mix,18,268865,
formal_test,lczhang,24,male,"musicians are good",jazz_bass,demuc,90,268865,
formal_test,lczhang,24,male,"musicians are good",jazz_bass,fastmnmf2,46,268865,
formal_test,lczhang,24,male,"musicians are good",jazz_bass,reference,59,268865,
formal_test,lczhang,24,male,"musicians are good",jazz_voice,spleeter,100,198040,
formal_test,lczhang,24,male,"musicians are good",jazz_voice,reference,65,198040,
formal_test,lczhang,24,male,"musicians are good",jazz_voice,mix,47,198040,
formal_test,lczhang,24,male,"musicians are good",jazz_voice,fastmnmf2,77,198040,
formal_test,lczhang,24,male,"musicians are good",jazz_voice,irlma,71,198040,
formal_test,lczhang,24,male,"musicians are good",jazz_voice,demuc,90,198040,
formal_test,lczhang,24,male,"musicians are good",jazz_drum,demuc,91,93717,
formal_test,lczhang,24,male,"musicians are good",jazz_drum,irlma,27,93717,
formal_test,lczhang,24,male,"musicians are good",jazz_drum,spleeter,47,93717,
formal_test,lczhang,24,male,"musicians are good",jazz_drum,fastmnmf2,60,93717,
formal_test,lczhang,24,male,"musicians are good",jazz_drum,mix,22,93717,
formal_test,lczhang,24,male,"musicians are good",jazz_drum,reference,48,93717,
formal_test,lczhang,24,male,"musicians are good",jazz_piano,fastmnmf2,73,117990,
formal_test,lczhang,24,male,"musicians are good",jazz_piano,reference,80,117990,
formal_test,lczhang,24,male,"musicians are good",jazz_piano,irlma,35,117990,
formal_test,lczhang,24,male,"musicians are good",jazz_piano,mix,21,117990,
formal_test,lczhang,24,male,"musicians are good",jazz_piano,spleeter,94,117990,
formal_test,lczhang,24,male,"musicians are good",jazz_saxophone,mix,28,191782,
formal_test,lczhang,24,male,"musicians are good",jazz_saxophone,fastmnmf2,80,191782,
formal_test,lczhang,24,male,"musicians are good",jazz_saxophone,reference,91,191782,
formal_test,lczhang,24,male,"musicians are good",jazz_saxophone,irlma,73,191782,
formal_test,lczhang,24,male,"musicians are good",jazz_saxophone,spleeter,85,191782,
formal_test,Eric,24,male,"The instrument separation effect is best with the bass sound; it’s the first time I’ve heard the bass in a piece of music so clearly.",classical_reconstruction,irlma,35,425016,
formal_test,Eric,24,male,"The instrument separation effect is best with the bass sound; it’s the first time I’ve heard the bass in a piece of music so clearly.",classical_reconstruction,reference,100,425016,
formal_test,Eric,24,male,"The instrument separation effect is best with the bass sound; it’s the first time I’ve heard the bass in a piece of music so clearly.",classical_reconstruction,demuc,75,425016,
formal_test,Eric,24,male,"The instrument separation effect is best with the bass sound; it’s the first time I’ve heard the bass in a piece of music so clearly.",classical_reconstruction,fastmnmf2,60,425016,
formal_test,Eric,24,male,"The instrument separation effect is best with the bass sound; it’s the first time I’ve heard the bass in a piece of music so clearly.",classical_clarinette,mix,14,212317,
formal_test,Eric,24,male,"The instrument separation effect is best with the bass sound; it’s the first time I’ve heard the bass in a piece of music so clearly.",classical_clarinette,demuc,10,212317,
formal_test,Eric,24,male,"The instrument separation effect is best with the bass sound; it’s the first time I’ve heard the bass in a piece of music so clearly.",classical_clarinette,fastmnmf2,25,212317,
formal_test,Eric,24,male,"The instrument separation effect is best with the bass sound; it’s the first time I’ve heard the bass in a piece of music so clearly.",classical_clarinette,reference,83,212317,
formal_test,Eric,24,male,"The instrument separation effect is best with the bass sound; it’s the first time I’ve heard the bass in a piece of music so clearly.",classical_clarinette,irlma,39,212317,
formal_test,Eric,24,male,"The instrument separation effect is best with the bass sound; it’s the first time I’ve heard the bass in a piece of music so clearly.",classical_piano,fastmnmf2,10,247450,
formal_test,Eric,24,male,"The instrument separation effect is best with the bass sound; it’s the first time I’ve heard the bass in a piece of music so clearly.",classical_piano,mix,0,247450,
formal_test,Eric,24,male,"The instrument separation effect is best with the bass sound; it’s the first time I’ve heard the bass in a piece of music so clearly.",classical_piano,irlma,21,247450,
formal_test,Eric,24,male,"The instrument separation effect is best with the bass sound; it’s the first time I’ve heard the bass in a piece of music so clearly.",classical_piano,reference,61,247450,
formal_test,Eric,24,male,"The instrument separation effect is best with the bass sound; it’s the first time I’ve heard the bass in a piece of music so clearly.",classical_piano,demuc,85,247450,
formal_test,Eric,24,male,"The instrument separation effect is best with the bass sound; it’s the first time I’ve heard the bass in a piece of music so clearly.",classical_violin,reference,85,177826,
formal_test,Eric,24,male,"The instrument separation effect is best with the bass sound; it’s the first time I’ve heard the bass in a piece of music so clearly.",classical_violin,demuc,10,177826,
formal_test,Eric,24,male,"The instrument separation effect is best with the bass sound; it’s the first time I’ve heard the bass in a piece of music so clearly.",classical_violin,irlma,30,177826,
formal_test,Eric,24,male,"The instrument separation effect is best with the bass sound; it’s the first time I’ve heard the bass in a piece of music so clearly.",classical_violin,mix,21,177826,
formal_test,Eric,24,male,"The instrument separation effect is best with the bass sound; it’s the first time I’ve heard the bass in a piece of music so clearly.",classical_violin,fastmnmf2,5,177826,
formal_test,Eric,24,male,"The instrument separation effect is best with the bass sound; it’s the first time I’ve heard the bass in a piece of music so clearly.",jazz_reconstruction,spleeter,100,429952,
formal_test,Eric,24,male,"The instrument separation effect is best with the bass sound; it’s the first time I’ve heard the bass in a piece of music so clearly.",jazz_reconstruction,fastmnmf2,70,429952,
formal_test,Eric,24,male,"The instrument separation effect is best with the bass sound; it’s the first time I’ve heard the bass in a piece of music so clearly.",jazz_reconstruction,demuc,35,429952,
formal_test,Eric,24,male,"The instrument separation effect is best with the bass sound; it’s the first time I’ve heard the bass in a piece of music so clearly.",jazz_reconstruction,reference,100,429952,
formal_test,Eric,24,male,"The instrument separation effect is best with the bass sound; it’s the first time I’ve heard the bass in a piece of music so clearly.",jazz_reconstruction,irlma,50,429952,
formal_test,Eric,24,male,"The instrument separation effect is best with the bass sound; it’s the first time I’ve heard the bass in a piece of music so clearly.",jazz_piano,reference,55,214547,
formal_test,Eric,24,male,"The instrument separation effect is best with the bass sound; it’s the first time I’ve heard the bass in a piece of music so clearly.",jazz_piano,irlma,10,214547,
formal_test,Eric,24,male,"The instrument separation effect is best with the bass sound; it’s the first time I’ve heard the bass in a piece of music so clearly.",jazz_piano,spleeter,90,214547,
formal_test,Eric,24,male,"The instrument separation effect is best with the bass sound; it’s the first time I’ve heard the bass in a piece of music so clearly.",jazz_piano,fastmnmf2,61,214547,
formal_test,Eric,24,male,"The instrument separation effect is best with the bass sound; it’s the first time I’ve heard the bass in a piece of music so clearly.",jazz_piano,mix,5,214547,
formal_test,Eric,24,male,"The instrument separation effect is best with the bass sound; it’s the first time I’ve heard the bass in a piece of music so clearly.",jazz_saxophone,fastmnmf2,29,168944,
formal_test,Eric,24,male,"The instrument separation effect is best with the bass sound; it’s the first time I’ve heard the bass in a piece of music so clearly.",jazz_saxophone,irlma,10,168944,
formal_test,Eric,24,male,"The instrument separation effect is best with the bass sound; it’s the first time I’ve heard the bass in a piece of music so clearly.",jazz_saxophone,mix,19,168944,
formal_test,Eric,24,male,"The instrument separation effect is best with the bass sound; it’s the first time I’ve heard the bass in a piece of music so clearly.",jazz_saxophone,reference,70,168944,
formal_test,Eric,24,male,"The instrument separation effect is best with the bass sound; it’s the first time I’ve heard the bass in a piece of music so clearly.",jazz_saxophone,spleeter,35,168944,
formal_test,Eric,24,male,"The instrument separation effect is best with the bass sound; it’s the first time I’ve heard the bass in a piece of music so clearly.",jazz_voice,irlma,23,161979,
formal_test,Eric,24,male,"The instrument separation effect is best with the bass sound; it’s the first time I’ve heard the bass in a piece of music so clearly.",jazz_voice,demuc,85,161979,
formal_test,Eric,24,male,"The instrument separation effect is best with the bass sound; it’s the first time I’ve heard the bass in a piece of music so clearly.",jazz_voice,reference,32,161979,
formal_test,Eric,24,male,"The instrument separation effect is best with the bass sound; it’s the first time I’ve heard the bass in a piece of music so clearly.",jazz_voice,fastmnmf2,61,161979,
formal_test,Eric,24,male,"The instrument separation effect is best with the bass sound; it’s the first time I’ve heard the bass in a piece of music so clearly.",jazz_voice,spleeter,99,161979,
formal_test,Eric,24,male,"The instrument separation effect is best with the bass sound; it’s the first time I’ve heard the bass in a piece of music so clearly.",jazz_voice,mix,0,161979,
formal_test,Eric,24,male,"The instrument separation effect is best with the bass sound; it’s the first time I’ve heard the bass in a piece of music so clearly.",jazz_drum,spleeter,52,125357,
formal_test,Eric,24,male,"The instrument separation effect is best with the bass sound; it’s the first time I’ve heard the bass in a piece of music so clearly.",jazz_drum,demuc,95,125357,
formal_test,Eric,24,male,"The instrument separation effect is best with the bass sound; it’s the first time I’ve heard the bass in a piece of music so clearly.",jazz_drum,fastmnmf2,30,125357,
formal_test,Eric,24,male,"The instrument separation effect is best with the bass sound; it’s the first time I’ve heard the bass in a piece of music so clearly.",jazz_drum,mix,5,125357,
formal_test,Eric,24,male,"The instrument separation effect is best with the bass sound; it’s the first time I’ve heard the bass in a piece of music so clearly.",jazz_drum,reference,19,125357,
formal_test,Eric,24,male,"The instrument separation effect is best with the bass sound; it’s the first time I’ve heard the bass in a piece of music so clearly.",jazz_drum,irlma,14,125357,
formal_test,Eric,24,male,"The instrument separation effect is best with the bass sound; it’s the first time I’ve heard the bass in a piece of music so clearly.",jazz_bass,reference,0,155680,
formal_test,Eric,24,male,"The instrument separation effect is best with the bass sound; it’s the first time I’ve heard the bass in a piece of music so clearly.",jazz_bass,irlma,0,155680,
formal_test,Eric,24,male,"The instrument separation effect is best with the bass sound; it’s the first time I’ve heard the bass in a piece of music so clearly.",jazz_bass,demuc,100,155680,
formal_test,Eric,24,male,"The instrument separation effect is best with the bass sound; it’s the first time I’ve heard the bass in a piece of music so clearly.",jazz_bass,spleeter,100,155680,
formal_test,Eric,24,male,"The instrument separation effect is best with the bass sound; it’s the first time I’ve heard the bass in a piece of music so clearly.",jazz_bass,mix,0,155680,
formal_test,Eric,24,male,"The instrument separation effect is best with the bass sound; it’s the first time I’ve heard the bass in a piece of music so clearly.",jazz_bass,fastmnmf2,30,155680,
formal_test,Selma,21,female,"Good luck :)",classical_reconstruction,demuc,70,205063,
formal_test,Selma,21,female,"Good luck :)",classical_reconstruction,reference,80,205063,
formal_test,Selma,21,female,"Good luck :)",classical_reconstruction,irlma,5,205063,
formal_test,Selma,21,female,"Good luck :)",classical_reconstruction,fastmnmf2,36,205063,
formal_test,Selma,21,female,"Good luck :)",classical_violin,reference,90,115425,
formal_test,Selma,21,female,"Good luck :)",classical_violin,irlma,5,115425,
formal_test,Selma,21,female,"Good luck :)",classical_violin,demuc,10,115425,
formal_test,Selma,21,female,"Good luck :)",classical_violin,fastmnmf2,10,115425,
formal_test,Selma,21,female,"Good luck :)",classical_violin,mix,90,115425,
formal_test,Selma,21,female,"Good luck :)",classical_clarinette,demuc,30,108976,
formal_test,Selma,21,female,"Good luck :)",classical_clarinette,mix,15,108976,
formal_test,Selma,21,female,"Good luck :)",classical_clarinette,reference,90,108976,
formal_test,Selma,21,female,"Good luck :)",classical_clarinette,fastmnmf2,10,108976,
formal_test,Selma,21,female,"Good luck :)",classical_clarinette,irlma,25,108976,
formal_test,Selma,21,female,"Good luck :)",classical_piano,irlma,35,87290,
formal_test,Selma,21,female,"Good luck :)",classical_piano,mix,45,87290,
formal_test,Selma,21,female,"Good luck :)",classical_piano,demuc,55,87290,
formal_test,Selma,21,female,"Good luck :)",classical_piano,fastmnmf2,5,87290,
formal_test,Selma,21,female,"Good luck :)",classical_piano,reference,95,87290,
formal_test,Selma,21,female,"Good luck :)",jazz_reconstruction,spleeter,40,124554,
formal_test,Selma,21,female,"Good luck :)",jazz_reconstruction,irlma,25,124554,
formal_test,Selma,21,female,"Good luck :)",jazz_reconstruction,fastmnmf2,75,124554,
formal_test,Selma,21,female,"Good luck :)",jazz_reconstruction,demuc,5,124554,
formal_test,Selma,21,female,"Good luck :)",jazz_reconstruction,reference,85,124554,
formal_test,Selma,21,female,"Good luck :)",jazz_voice,spleeter,65,106573,
formal_test,Selma,21,female,"Good luck :)",jazz_voice,fastmnmf2,10,106573,
formal_test,Selma,21,female,"Good luck :)",jazz_voice,demuc,33,106573,
formal_test,Selma,21,female,"Good luck :)",jazz_voice,reference,90,106573,
formal_test,Selma,21,female,"Good luck :)",jazz_voice,mix,75,106573,
formal_test,Selma,21,female,"Good luck :)",jazz_voice,irlma,45,106573,
formal_test,Selma,21,female,"Good luck :)",jazz_piano,mix,30,170946,
formal_test,Selma,21,female,"Good luck :)",jazz_piano,fastmnmf2,50,170946,
formal_test,Selma,21,female,"Good luck :)",jazz_piano,irlma,5,170946,
formal_test,Selma,21,female,"Good luck :)",jazz_piano,reference,90,170946,
formal_test,Selma,21,female,"Good luck :)",jazz_piano,spleeter,45,170946,
formal_test,Selma,21,female,"Good luck :)",jazz_drum,spleeter,15,202817,
formal_test,Selma,21,female,"Good luck :)",jazz_drum,irlma,61,202817,
formal_test,Selma,21,female,"Good luck :)",jazz_drum,fastmnmf2,38,202817,
formal_test,Selma,21,female,"Good luck :)",jazz_drum,reference,71,202817,
formal_test,Selma,21,female,"Good luck :)",jazz_drum,demuc,80,202817,
formal_test,Selma,21,female,"Good luck :)",jazz_drum,mix,33,202817,
formal_test,Selma,21,female,"Good luck :)",jazz_bass,demuc,70,60289,
formal_test,Selma,21,female,"Good luck :)",jazz_bass,spleeter,84,60289,
formal_test,Selma,21,female,"Good luck :)",jazz_bass,mix,55,60289,
formal_test,Selma,21,female,"Good luck :)",jazz_bass,fastmnmf2,5,60289,
formal_test,Selma,21,female,"Good luck :)",jazz_bass,reference,30,60289,
formal_test,Selma,21,female,"Good luck :)",jazz_bass,irlma,6,60289,
formal_test,Selma,21,female,"Good luck :)",jazz_saxophone,fastmnmf2,18,32323,
formal_test,Selma,21,female,"Good luck :)",jazz_saxophone,irlma,26,32323,
formal_test,Selma,21,female,"Good luck :)",jazz_saxophone,spleeter,63,32323,
formal_test,Selma,21,female,"Good luck :)",jazz_saxophone,reference,90,32323,
formal_test,Selma,21,female,"Good luck :)",jazz_saxophone,mix,72,32323,
formal_test,Cellarion,24,male,,classical_reconstruction,demuc,75,235094,
formal_test,Cellarion,24,male,,classical_reconstruction,irlma,27,235094,
formal_test,Cellarion,24,male,,classical_reconstruction,fastmnmf2,59,235094,
formal_test,Cellarion,24,male,,classical_reconstruction,reference,100,235094,
formal_test,Cellarion,24,male,,classical_piano,fastmnmf2,42,123401,
formal_test,Cellarion,24,male,,classical_piano,mix,11,123401,
formal_test,Cellarion,24,male,,classical_piano,reference,78,123401,
formal_test,Cellarion,24,male,,classical_piano,irlma,17,123401,
formal_test,Cellarion,24,male,,classical_piano,demuc,95,123401,
formal_test,Cellarion,24,male,,classical_clarinette,demuc,16,218303,
formal_test,Cellarion,24,male,,classical_clarinette,mix,9,218303,
formal_test,Cellarion,24,male,,classical_clarinette,reference,92,218303,
formal_test,Cellarion,24,male,,classical_clarinette,fastmnmf2,50,218303,
formal_test,Cellarion,24,male,,classical_clarinette,irlma,41,218303,
formal_test,Cellarion,24,male,,classical_violin,reference,70,125216,
formal_test,Cellarion,24,male,,classical_violin,mix,74,125216,
formal_test,Cellarion,24,male,,classical_violin,demuc,42,125216,
formal_test,Cellarion,24,male,,classical_violin,irlma,34,125216,
formal_test,Cellarion,24,male,,classical_violin,fastmnmf2,26,125216,
formal_test,Cellarion,24,male,,jazz_reconstruction,spleeter,100,83228,
formal_test,Cellarion,24,male,,jazz_reconstruction,reference,94,83228,
formal_test,Cellarion,24,male,,jazz_reconstruction,fastmnmf2,68,83228,
formal_test,Cellarion,24,male,,jazz_reconstruction,demuc,26,83228,
formal_test,Cellarion,24,male,,jazz_reconstruction,irlma,43,83228,
formal_test,Cellarion,24,male,,jazz_piano,fastmnmf2,71,116051,
formal_test,Cellarion,24,male,,jazz_piano,reference,84,116051,
formal_test,Cellarion,24,male,,jazz_piano,spleeter,79,116051,
formal_test,Cellarion,24,male,,jazz_piano,mix,11,116051,
formal_test,Cellarion,24,male,,jazz_piano,irlma,4,116051,
formal_test,Cellarion,24,male,,jazz_drum,fastmnmf2,40,242946,
formal_test,Cellarion,24,male,,jazz_drum,spleeter,22,242946,
formal_test,Cellarion,24,male,,jazz_drum,reference,25,242946,
formal_test,Cellarion,24,male,,jazz_drum,demuc,100,242946,
formal_test,Cellarion,24,male,,jazz_drum,irlma,58,242946,
formal_test,Cellarion,24,male,,jazz_drum,mix,0,242946,
formal_test,Cellarion,24,male,,jazz_saxophone,spleeter,57,150382,
formal_test,Cellarion,24,male,,jazz_saxophone,fastmnmf2,44,150382,
formal_test,Cellarion,24,male,,jazz_saxophone,reference,75,150382,
formal_test,Cellarion,24,male,,jazz_saxophone,irlma,13,150382,
formal_test,Cellarion,24,male,,jazz_saxophone,mix,0,150382,
formal_test,Cellarion,24,male,,jazz_voice,spleeter,100,86955,
formal_test,Cellarion,24,male,,jazz_voice,reference,73,86955,
formal_test,Cellarion,24,male,,jazz_voice,demuc,87,86955,
formal_test,Cellarion,24,male,,jazz_voice,fastmnmf2,65,86955,
formal_test,Cellarion,24,male,,jazz_voice,mix,12,86955,
formal_test,Cellarion,24,male,,jazz_voice,irlma,49,86955,
formal_test,Cellarion,24,male,,jazz_bass,demuc,93,190074,
formal_test,Cellarion,24,male,,jazz_bass,reference,44,190074,
formal_test,Cellarion,24,male,,jazz_bass,fastmnmf2,35,190074,
formal_test,Cellarion,24,male,,jazz_bass,spleeter,98,190074,
formal_test,Cellarion,24,male,,jazz_bass,mix,22,190074,
formal_test,Cellarion,24,male,,jazz_bass,irlma,0,190074,
formal_test,Gabou,22,female,,classical_reconstruction,reference,100,189543,
formal_test,Gabou,22,female,,classical_reconstruction,demuc,100,189543,
formal_test,Gabou,22,female,,classical_reconstruction,fastmnmf2,60,189543,
formal_test,Gabou,22,female,,classical_reconstruction,irlma,20,189543,
formal_test,Gabou,22,female,,classical_violin,reference,100,124779,
formal_test,Gabou,22,female,,classical_violin,mix,100,124779,
formal_test,Gabou,22,female,,classical_violin,demuc,8,124779,
formal_test,Gabou,22,female,,classical_violin,fastmnmf2,18,124779,
formal_test,Gabou,22,female,,classical_violin,irlma,8,124779,
formal_test,Gabou,22,female,,classical_piano,mix,100,86452,
formal_test,Gabou,22,female,,classical_piano,fastmnmf2,0,86452,
formal_test,Gabou,22,female,,classical_piano,reference,64,86452,
formal_test,Gabou,22,female,,classical_piano,demuc,39,86452,
formal_test,Gabou,22,female,,classical_piano,irlma,62,86452,
formal_test,Gabou,22,female,,classical_clarinette,fastmnmf2,18,137473,
formal_test,Gabou,22,female,,classical_clarinette,demuc,22,137473,
formal_test,Gabou,22,female,,classical_clarinette,reference,82,137473,
formal_test,Gabou,22,female,,classical_clarinette,mix,37,137473,
formal_test,Gabou,22,female,,classical_clarinette,irlma,2,137473,
formal_test,Gabou,22,female,,jazz_reconstruction,fastmnmf2,61,72977,
formal_test,Gabou,22,female,,jazz_reconstruction,reference,100,72977,
formal_test,Gabou,22,female,,jazz_reconstruction,demuc,16,72977,
